question_id,question_content,question_tags
6638186,today the eye doc said im borderline nearsighted what does this mean and will i need glasses in the future family history of myopia and astigmatism,nearsightedness  glasses  eye health  astigmatism
6638383,every day i have watery eyes  itchy skin  sneezing constantly due to allergies ive tried benadryl  claritin  nasal spray fluticasone  and zyrtec,watery eyes  environmental allergies  hypersensitivity  allergic reaction  nasal spray  child allergies  loratadine  zyrtec  itchy skin  children
6638788,female w  sore underarm no breast cancer what could be the cause of armpit soreness havent used any razors waxing use same deodorant soap for years,breast cancer  breast carcinoma  cancer  deodorant
6638809,muscle loss burning in legs stomach and back itchy    skin white tongue weight loss sore throat ibs is it candida,throat pain  sore throat  irritable bowel syndrome  white patches on tongue  losing weight  yeast  itchy skin  lose weight  candida
6639132,had unprotected sex brown discharge for 3days miss period for a week what does it mean,sex
6639192,sore throat with high fever saw multiple docs and they thought strep test came back and not strepstrong biotics and getting better but what was it,throat pain  fever  sore throat  high fever
6639193,can i take ibuprofen pm  cipro metronidazole i took the antiobiotic at 2pm today  i have diverticulitis and i cant sleep,difficulty sleeping  diverticulitis  flagyl er  nuprin  noritate  motrin  metronidazole  ibuprofen  rufen  flagyl
6639390,i have a hx of dvts and was dx with a pe  last year in which i was taking xarelto i am also a type ii niddm i recently had blood drawn from my left arm ac site the site was very sensitive and now feels like superficial thrombophlebitis i have had thi,thrombophlebitis  superficial thrombophlebitis
6639444,alot of neck and shoulder pain with extreme tingling and numbness in arm and four fingers headaches as well  7 weeks now,headache  shoulder pain  numbness  tingling
6639550,how likely is it getting pregnant for the second time can make lupus fibro neuropathy sjogrens  raynauds  irregular heart beat worse,soft tissue injury  mitral valve prolapse  autonomic nervous system disorders  fibromyalgia  hypermobility syndrome  joint hypermobility  ligament laxity  dysautonomia
6639969,was on depo stopped b c never ending period started seasonique before nxt depoprovera shot been on it for 4wks bleeding while not on placebo normal,seasonique  placebo  depo provera
664003,how do you tell the difference between laberal and rotator cuff pain my pain is under my collar bone  on top of shoulder and sometimes upper arm,mri  magnetic resonance imaging  rotator cuff
6640080,im 5 weeks pregnant and have a sore throat and a cough that is very painful in my chest what over the counter can i take no health ins,throat pain  cough  sore throat  pregnancy
6640265,thyroid ultrasound shows new mural nodule  calcifications  masses  lesions  and lymphadenopathy possible cancer,enlarged lymph nodes  swollen glands  cancer  sonogram  nodule  ultrasound of thyroid
6640502,for months  snorting up thick cloudy white mucus from back of nose does not drain to front just finished antibiotics  on nasacort  neither helped,nasal drainage  nasopharyngeal airway
6640947,is 80mg kg day amoxicillin too high for a 35lbs 3yo kid to treat strep throat i read 2050mg kg day is the usual  wondering if mistake made on rx,strep throat  children  amoxil  amoxicillin
664102,could i still be pregnant with a false urine test that the dr gave me in the er i was told i had a uterine fibroid and scatica nerve today at the er,uterine fibroids  healthy pregnancy  urine  sciatica  pregnancy  nerve  fibroid  female health
6642246,how long does it take for acute gastritis to heal my doctor prescribed zantac i take it twice a day,zantac  ranitidine  gastritis
6642388,17 yr old daughter has mono and morbilliform rash amoxicillin ceased wed prednisone and benadbut spreading body rash  severe itch no fever help,skin rash  rash  fever  mono  infectious mononucleosis  liquid pred  prednisone  deltasone  amoxil  amoxicillin
6642856,gets sick at least once a month around 2 3 weeks been going on since aug he gets a fever 10001030 runny nose mucusy cough only tylenol  nebulizer,rhinitis  fever  cough  nebulizer  runny nose  tylenol  acetaminophen
664321,ive been diagnosed with nonalcoholic fatty liver  have multiple kidney stonesi have blood in urine for 5months now its bright red blood  no ins,blood in urine  fatty liver  kidney stones  bladder cancer  urine looks like blood  nephrolithiasis  cancer  bladder  computed tomography  urine
6643362,pain  bloating  gas  feeling full  fatigue  black stool  white specs in stool very nauseous abdomen very tender to touch,abdominal bloating  nausea  black stool  lethargy  melena  feces  stool is black  tactile
6643596,ive had watery yellow diarrhea since this morning and now it stings when its coming out whats going on,loose stools  diarrhea
664402,my left leg below the knee  on the left side keeps going coldeven when i rub it or cover it with blankets it doesnt get warm,vascular surgery  circulation  artery
6644032,had left medial menisectomy surgery now in pain in middle of knee front and back  also had bakers cyst what is causing pain in both area,ubakers cyst  surgery
6644166,peanut sized nonmoveable lump under skin on vulva sqeezed pimple like+pus blood came out day later still there +tender+bruised not visible with eye,pimples  pus
6644265,experiencing calf pain  knot on posterior below knee  negative homans sign +2 pitting edema no fever or redness warmth any ideas,fever  edema  calf pain
6644397,im mostly bed  wheelchair bound due to the severity of my illnesses could this be a reason to why my serum creatine kinase is very low,wheelchairs  creatine kinase  creatine
6645113,i got a distal radial fracture ~6 weeks ago dr took my cast off last week is it normal for thumb to still hurt  wrist to still be visibly swollen,broken bone  cast
6645163,fractured my navicular in foot diagnosed 7 wks late immobilized for 4 weeks but that foot  keeps crackling every time i move it why does it do this,immobility
6645549,i was prescribed augmentin today for my sinus and ear infection my doc also gave me diflucando i take them together or wait until yeast symptoms,ear infection  yeast  fluconazole  otitis media  diflucan  candida  augmentin  amoxicillin and clavulanate
6645849,it seems like i have a cold  but the symptoms are in my chest only i dont have a cough and im not wheezing could i still have bronchitis,bronchitis  cough  wheezing  pulmonology  pediatric pulmonology
6645959,ruptured ovarian cyst about a month ago due for my period a week later never came  and i am currently 18 days late is this normal 2 neg preg tests,ovarian cyst  rupture  menstrual period  menstrual cycle
6646054,elisa hbsag was negative in may 2013 befr my dncnow another lab test shows hbsag positive during blood test fr fertility treatmntcan tis be true,fertility  elisa
6646085,front of knee pain with catching feeling yesterday  today  behind knee pain hard to walkno recent injuryoverweightno swelling or rednessdvt,overweight  knee pain  blood clot in leg  deep venous thrombosis
6646185,i have bloody mucus  with no bowel movement  severe cramping lower left abdomen  passing no gas  some vomiting,vomiting  emesis  intestine  bowel movement  bowel
6646258,i have an ear ache  clogged and itchy ear  headache and a small lump behind and below my ear that is soft  tender  inner ear infection,ear infection  earache  headache  inner ear  otitis media
6647044,started vomiting green last night with very watery diarrhea i can barely keep anything down still what should i do,fever  vomiting  diarrhea  loose stools  emesis
6647078,diagnosed with giant liver hemagioma 17 cm transverse liver panel alt 23 ast 21 bilburin 18albulim 45 all normal except high ggt 95 and alp 125 why,hemangioma  sgpt  liver function test  sgot  ggt  ast  alkaline phosphatase
6647672,doctor told me to stay 57 seven days on brat diet even though 8 days passed i dont feel normal maybe lack of of nutrients no diarrhea just chills,loose stools  diarrhea  diet  brat diet
6647855,my mouth has been dry as cotton for the past two days no matter how much water i drink im not hungry either and when i do eat food tastes funny  no other symptoms,nutrition
6647900,what type of doctor do i see for my post dvt leg symptoms  pain pain getting worse as i age use compression sock already cant put feet up at work,blood clot in leg  deep venous thrombosis  compression
6648116,on birth control but 4 weeks ago exactlynew pack dayi had sex and took plan bat end of week 2 i bled lightlyim on sugar pills now  w no period,sugar  sex  placebo  levonorgestrel  contraception  birth control
6648323,im 5 weeks pregnant i have very sore throat for 5 days already now starting to cough can i take halls with mentol anything else,throat pain  cough  sore throat  pregnancy
6648475,are there any muscles in the lower leg that are responsible for bending and straightening the knee,
6648530,19 years oldtwo weeks with pressure in head  on off headaches  tingling burning numbness in legs  feet  neck  and headno nausea brain tumor or ms,nausea  headache  numbness  tingling  neoplasms  brain tumor
6648713,sm cluster of bumpy blisters appeared on palm over 2 days skin tenderness  inflammation and joint pain spread from fingers to elbow and now shoulder,joint pain  inflammation
6648799,nondisplaced distal fibula fracture  been in cast for 2 weeks  new cast tomorrow  can i take this cast off for tonight to wash,broken bone  cast  washing
6649698,i got positive blood pregnancy test but negative ultra sound i had 2 days bleeding 5 days after period endswhat does it mean,pregnancy test  pregnancy
6649842,my throat was sore and had a fever 4 days ago now i feel lots better my daughter got sick and diagnosed with strep throat got rx do i need to see doc,strep throat  fever
6649871,i have a small raised white bump just under penis head which is painless is this a fordyce spot,
665016,ibs and gall stone in neck of gall bladder,irritable bowel syndrome  cholecystitis  gallbladder removal  gallstones  bladder
6651195,has pel us done what does this mean suggestive of adenomyosis and small fibroids,uterine fibroids  pelvic ultrasound  fibroid  adenomyosis
6651261,a stool fell on my foot and i cant walk and it is bruised   swollen when i touch it   it hurts is it broken or sprained badly,tactile  sprain  feces
6651316,i taste sweetness in my mouth and lately ive been having short breath  weird pain in my chest as well as my neck and fast or slow heart beats,
6651490,back of head on bone pressure for 10 days with headache on front of head  fatigue  ears feel clogged  slightly dizzy  slightly tender neck,dizziness  headache  lethargy
66515,my 19 month old son has a very red rash all over his arms  face  legs  hands  thighs its every where and its spreading and getting more red,red skin  skin rash  rash  dermatitis  rash all over  viral infections
6652496,can i use monistat for a yeast infection while still on amoxicillin,yeast infection  monistat 1
6652644,dizziness  head hot and tingly  sensations moving down to upper chest and back its very hot  yet i have no fever when eyes closed: room spinshelp,dizziness  fever  vertigo
6652688,i found a nonvisible lump in my lower right leg its a bit tender  feels like the breast cysts i get might b a cluster of lumps what could it b,
6652811,diagnosed w  fibroids bleeding constantly for over 30 days w  day or 2 break n between is this normal 4 fibroids  1st time this long,uterine fibroids  fibroid
6652869,ive been having brown discharge for about 4 days already my period isnt due for another 2 weeks and constant bloating took a pregnancy test said no,abdominal bloating  menstrual period  pregnancy  menstrual cycle  pregnancy test
6652909,i was diagnosed with precancer colon polyps and internal hemorrhoids and gastritisstill have blood in stool with burning in my abdomen should i worry,colon polyps  blood in stool  gastrointestinal bleeding  digestive bleeding  polyp  feces  colonic polyps  colonic  gastritis  hemorrhoids
6652965,is there such thing as a very mild case of the flu i have cold chills  feel hot but no fever  my muscles are sore  and i feel weak no other symptoms,fl  fever
6652981,what can i take for my sinusitis far as allergy otc go ive tried zyrtec  allegra d  clairatin  flonase  benadryl none help my sinuses,sinusitis  hypersensitivity  fexofenadine  fluticasone  flonase  zyrtec  diphenhydramine  cetirizine  benadryl  allergies
6653199,i have been having pain in my right leg it hurts in my hip and in my calf i had a doppler ultrasound which was ok could this still be a dvt,blood clot in leg  deep venous thrombosis  doppler ultrasound  sonogram
665355,what to do if i have secondary breast cancer in my lymph nodes and bones,breast cancer  breast carcinoma  cancer  female health  medical oncology
6653712,going on a trip on wed  ended placebo birth control pills 8 days ago with min brown discharge will period come during new pack,placebo  oral contraceptive  contraception  birth control pills  birth control
6653762,swelling back leg isolated below gastrocnemius to ankle mri  arteriovenous us normaltightness both sides of leg near ankle w  dorsiflex tendonitis,tendonitis  isolation  mri of ankle  magnetic resonance imaging  mri
6653876,ive been extremely thirsty when i wake up  my mouth is dry and i usually immediately drink a 24oz water bottle  is this a cause for concern,
6654254,would vitamin b12 injections help with severe fatigue  brain fog ive had every possibly test which all was normal other than low blood pressure,abnormal blood pressure  cognitive dysfunction  low blood pressure  hypotension  lethargy  vitamin b 12  blood pressure  vitamin b12
6654374,i have pain on both sides of my left ankle pain shoots up the leg into the calflittle to no swelling pain when on and off it tryed ice,ankle pain
6654567,can you help interpret these lab test results i have a family history of hashimotos disease: t4 total 86 tsh 762 miu l and a t3 uptake of 33%,triiodothyronine  thyroxine  thyroid stimulating hormone  t4 total  t3 uptake  t3  liothyronine
6654680,i have had chest pain for 5 mos  an 8mm noncalcified nodule on my left lung  swollen left hilar and axillary lymph nodes and crp is 124 sarcoidosis,chest pain  chest tightness  chest pressure  angina  sarcoidosis  nodule  c reactive protein  pulmonology
6655181,i have a peptic ulcer not diagnosed by doctor should i take both ranitidine and prilosec  or just one,stomach ulcer  ulceration  duodenal ulcer  gastric ulcer  peptic ulcer  prilosec  omeprazole  ranitidine  zantac
6655549,hello shall i allways have zometa and herceptin for her 2 breast cancer bone metastasis or  is zometa with femara enough thanks a lot,breast cancer  breast carcinoma  cancer  metastasis  her 2  femara  herceptin  trastuzumab  zometa
6655798,day 12 fever  chills  sore throat  cough  day 3 current 7 very congested  constant dry cough hard to stop  green yellow nasal discharge,throat pain  sore throat  nasal drainage  fever  dry cough  cough
6655828,i was diagnosed by ent with vestibular neuritis  lately beside vertigo one eye feels weaker than the other  mri of brain clear  is there a connection,dizziness  vestibular neuritis  neuritis  magnetic resonance imaging  vertigo  mri of brain  ent and head and neck surgery  ear nose and throat  mri
6655843,i had the flu back around valentines day all the flu symptons have since left except for the sore throat i dont have tonsils either any ideas,throat pain  sore throat  fl
6656162,i am experiencing symptoms of a peptic ulcer how long should i take otc prilosec for it,stomach ulcer  ulceration  peptic ulcer  duodenal ulcer  gastric ulcer  omeprazole  prilosec
6656332,i got nitrofurantonin macrobid for the uti and does this affect azurettebcp and how long do i have to use backup only while on antibiotics,urinary tract infections  macrobid  nitrofurantoin  azurette  antibiotic
6656544,how long till i know whether my family is going to come down with the flu i was diagnosed with flu a  b on tuesday and i have only ran a fever the very first day and no one else is showing signs or symptoms yet i have been on tamiflu since tuesday evenin,fever  fl  oseltamivir  tamifl
6656601,is prostatitis an std can you pass that during intercoursechlamydia and gonorrhea negativewhat else cause prostatitis after sex wife is complaining of on and off pelvic and abdominal pain,std  sexually transmitted infections  sexually transmitted diseases  abdominal pain  gonorrhea  chlamydia infection  prostatitis  belly pain  chlamydia and gonorrhea  sex
6656717,well i have a small bump on my right breast it looks like a pimple its like a clear color and it doesnt hurt to touch it but its getting worse,pimples  tactile
6656889,ive been suspect to have hepatitis ive been vomiting yellow bile and having continuous diarrhea are there any connections,vomiting  loose stools  diarrhea  hepatitis  emesis  bile
6657020,can xanax or ambien cause your optic nerves to swell up got a spinal tap they said there was no pressure that could cause them to swell,xanax  nerve  lumbar puncture  ambien  alprazolam
6657032,hello if i can take a tea with honey lime anytime because im sick cough and throat sore while im pregnant 20 weeks,sore throat  cough  honey  pregnancy
6657219,i am 44 days late on my period one negative pregnancy test at 42 days late  light cramping now with sore nipples am i pregnant no other symptoms,sore nipples  pregnancy  pregnancy test  menstrual period  menstrual cycle
6657450,so if ive gotten my period but am experiencing tender breast super swollen feet cravings a tightens in my stomach and liquid coming out my boobs what could that mean ive gotten my period and negative pregnancy test that ive taken at home but i think i,foot swelling  pedal edema  pregnancy  menstrual period  menstrual cycle  pregnancy test
6657505,28yr f alt 192 modsevere ruq pain prev dx as ibs normal u s  no hep or lupus yellow diarrhea  dark yellow urine full bladder 19lbs 5 wks help,loose stools  diarrhea  systemic lupus erythematosus  bladder problems  irritable bowel syndrome  uchildrens health  sgpt  urine  bladder
6657517,i have bright red blood every time on my toilet paper as soon as i changed my diet my stool is back to normal not small or thin hemroids cancer,black stool  blood in stool  cancer  gastroenterology  hemorrhoids  feces  diet  barium swallow xray
6657863,had blood tests done  fasting glucose showed 90 and last month it was only 79 im sick worried is fasting glucose 90 worrisome is it pre diabetes,prediabetes  diabetes  diabetes type 2  glucose  blood sugar
6657926,hi doc  tip of stool is dark and hard daily it has caused anus inflammation also i see red blood on stool also difficult+ incomplete urinating ty,inflammation  micturition  urination  urine  feces
6658481,clears by cardiologist and taking prilosec for acid reflux still have constant chest pain soreness  had gb removed as well   other possibilities,reflux  chest pain  chest tightness  chest pressure  angina  prilosec  omeprazole  acid reflux
6658517,low abdomen pain  mod blood in urine  thickened bladder wall infection or something more concerning,abdominal pain  urine looks like blood  blood in urine  urine  bladder  urinary bleeding
6658830,i have several moveable lumps on the inside of my left knee right has some but not as big went to dr  didnt say much ideas no pain not red,
6659021,my mom got her eyes surgery done couple years ago and her right eye gets watery most of the time doctor is givn her drops bt not workin please help,surgery
6659334,ive been havin pain in my feet for awhile the side of my foot from pinky to around ankle hurt i havent twisted it sometime their hard 2 walk on,
6659465,about 5 days ago i started getting mild cramps in my stomach and now today just 3 days to my next period ive been having more cramps with sore breasts,breast pain  pelvic pain  menstrual period  menstrual cycle  sex
6659550,what other antibiotics besides omincef and amoxicillin are used to treat children with strep throat,strep throat  children  omnicef  antibiotic  amoxil  amoxicillin
6659657,sore throat ear jaw left side only hurts all 3 when swallowing possible causes,throat pain  sore throat
6660004,after been 4 days lateafter spottingmy period came was really heavy todaywas like a red goey substance with blood clotsalso i have bad cramps,blood clot  menstrual cycle  menstrual period
6660013,ive had diarrhea for the 5 days  with really bad stomach cramps and gas  and burping a lot and it smells like rotten eggs what should i do,stomach cramps  loose stools  diarrhea  belching
6660038,how are sti and std spread if two people have not had any sexual contact with any other person can an sti or std be spread through anal or oral sex,std  sexually transmitted diseases  sexually transmitted infections  sex
6660143,i havent been feeling right for going on a week now i have no appetite  dizziness  nausea and vomiting  stiff neck and shoulders and pain in the right side of my head what should i do,vomiting  dizziness  nausea  appetite  stiff neck  emesis  vertigo  nausea and vomiting
6660589,i fell at training today a week ago i smacked my knee of a wooden log dark purple bruising and swelling still if i touch it looks like its bleeding,ecchymoses  tactile
6660760,can astigmatism get worse from being corrected successfully with glasses to being told to need laser surgery,surgery  laser  glasses  astigmatism
6660877,wife had gallbladder removed a little over a year ago and has had 3 belly button abscess episodes is this normal and what should we do  thank you,abscess  gallbladder removal
666141,if a mother is infected with std  can her 9 yr old child too become infected without having sexual intercourse,std  sexually transmitted infections  sexual intercourse  sex  female health  children
6664960,im very worried i have symptoms daily 24 7 yrs mainly a weird lightheaded feeling some days weird head feelings kinda like head freezes dr say anx,dizziness  lightheadedness  mental confusion
6665433,mucum syrup m giving to my one n half month old baby as my doc prescribedis it ok as he is young he has cough and chest muscus allergy,cough  hypersensitivity  allergies
6665983,pain around my left eye when i touch my eye brow it hurts alil been taking claritin  nasanex 3 days now not working headache also should i b worried,headache  loratadine  tactile  claritin
6665996,can a first hsv1 outbreak on the head of a penis appear  disappear within >24h or its probably something else :,herpes simplex 1
6666353,i just got over the stomach flu  when i eat  my stomach is bloated to the top of my chest and i have yet to use the bathroom in 3 daysdrank lots wate,stomach fl  gastroenteritis  fl
6667029,i have a lump below my breast bone  between lower rib cage   and upper abdomen area  ive had weight lose over the past two months as well,
6667275,i had a high fever i went delirious my body ached and i was slightly light headed today a clear liquid runs from my nose and swollen neck sore throat,throat pain  sore throat  fever  dizziness  high fever
6667442,usually  my fingers  wrists  shoulders elbow bone  my hips  usually get swollen and ache what kind of arthritis might this be i am a 20 year old fem,arthritis  painful joints  rheumatology
6667605,i had sex on and around my ovulation time now five days before my period i have a large white discharge could i b pregnant and if not whats it mean,ovulation  sex  pregnancy  menstrual period  menstrual cycle
6667683,swollen lymph nodes on rt side of neck  4 years tonsil stones in my rt tonsil constant rt ear  sinus pressure slightly swollen tongue seen 3 dr,sinus pain  swollen glands  swollen tongue  tonsil stones  enlarged lymph nodes
6667776,a few weeks ago a pimple like bright red bump appeared on the trunk of my body   left side near my breast sort of on my rib  it left a dark flat lump,pimples
6668746,hi  im currently on mirena for 3 1 2 yrs now  my period is stable every 3 to 4 weeks but never late  now im almost 3 weeks late with one positive pregnancy test when i was 10 days late and a negative blood test12 beta hcg   internal ultrasound not sh,sonogram  pregnancy test  pregnancy  mirena  menstrual cycle
6668771,what is this means anti ccp 3198  crp  and rafactor+ in rheumatoid arthritis,arthritis  painful joints  rheumatoid arthritis  rheumatism  c reactive protein  rheumatoid arthritis antibody
6668781,can multiple fibroids size 2 cm cause consistent sharp pelvic pain  if theyre associated with pcos uterine stripe 15 cm  and missing 2 periods,uterine fibroids  pelvic pain  polycystic ovary syndrome  fibroid
6669252,not sure how to explain it but here are symptoms more indigestion than normal  i have gerdmore bowel movements in the last two days no diarrhea,stomach upset  loose stools  diarrhea  indigestion  heartburn  gastroesophageal reflux disease  intestine  defecation  bowel movement  bowel
6669780,my husband had recent labs of sgot 42 and sgpt of 79he takes lipitor 80 every night should we be taking another medication or what can we do to lower,sgpt  sgot  lipitor  atorvastatin  ast
6669925,expecting period in a week  on birth control  have been experiencing cramps for the past three days am i pregnant,pregnancy  contraception  birth control
6670194,4 yo walks out toed took him to podiatrist she said muscle tone good  feet good and his leg turns out from hip she said he would grow of it worry,
6670319,what does it mean when you have abdominal pain  bruises out of nowhere  no energy  green hard stool  hida and ct scan normal help please,constipation  abdominal pain  ecchymoses  belly pain  ct scan  computed tomography  feces  hida scan
6670366,im 8 weeks pregnant i am having some occasional light brown stringy clot noted after wiping no pain  bleeding  or spotting present is this normal,pregnancy
6671129,had hiv rna pcr test done at 82 hours post exposure i was assured if the results were negative  i was negative is this correct,human immunodeficiency virus  pcr  polymerase chain reaction  rna  hiv
6671331,im on the 5th and last day of a course of amoxicillin 500mg and my earache still giving me pain plus totally deaf in the said ear  return to doctors,earache  amoxil  amoxicillin
6671437,intermittent daily headaches w  no other symp  working w  dr   one side eye pain  dr cleared  ct normal  do this sounds like tension migraine,headache  eye pain  computed tomography
6671668,my body is constantly itchy i use cortisone itch cream  but it only helps a little my fingers  neck  elbows are now bruised what is going on,cortizone  cortisone
6672352,i have low back pain the at time radiates to my pelvis area i also have pain in left leg between hip and knee intermittently,back pain  low back pain  pain in the back
6673006,my period came 5 days late  was extremely light  ended 2 days early  my husband had unprotected sex during the fertile time could i be pregnant,sex  pregnancy  menstrual period  menstrual cycle  fertility
6673238,i had strep throat last week and was on penicillin for 10 days now i feel fatigue  headache  feverish  a little sore throat  nausea,throat pain  strep throat  sore throat  nausea  headache  lethargy  penicillin
6673322,how do you tell if your sinus infection is gone no coloring of mucus  but a little pressure it feels more like a stuffy nose on and off  esp in the morning do i just have a stuffy nose now,stuffed nose  sinusitis
6673476,i had sex two days after my period ended well the following day i was having dizzy spells and a queasy stomach now 3 days later i am spotting lt pink,dizziness  nausea  menstrual period  menstrual cycle  sex
6674490,is a exophytic liver met on colon cancer pt the peritoneal area,cancer  colon cancer  colonic
6674880,can a female get std while not being sexually active for 19 years and having no such disease prior to thatthanks,std  sexually transmitted infections  sexually transmitted diseases
667521,what can you do to recover from a torn ligament in the knee  without surgery,ligament tear  ligament injuries  lacrimation  magnetic resonance imaging  bracing  surgery  mri
6675210,i have swollen lymph nodes in my neck  head  jaw  armpit and groin and i have a very small bump on testicle you can barely feel it what do i have,swollen glands  enlarged lymph nodes
6675372,red sore vagina opening  no itching discharge  have been treated for thrush  bv but nothing is working,candidiasis  bacterial infection of the vagina  thrush
6675389,i have vertigo  i feel dizzy frequently i feel like imbalance not the room spinning i did brain mri and doctors found nothing serious no tumor  no infection  etc im taking betaserc as a medicine every now and then i also did some exercises move,dizziness  neoplasms  mri  spinning  magnetic resonance imaging  exercise  vertigo
6675462,took pepto 3 days ago stools are still black brown  tarry  smelly  stomach hurts  burns  bloated   diarrhea loss 2lbs  dizzy  sick  have uctdideas,diarrhea  loose stools  dizziness  feces  pepto bismol  burns
6675684,what is quickest and most effective way to get rid of acne scars i have a dark black one on my forehead and i would like to know how to get rid of it,acne  pimples  acne scar  facial pimples
6675755,my chest hurts when i take deep breaths  when i lay down theres a sharp pain  when i bend down  my chest is beating really fast is it just gas,chest wall pain  chest pain on deep breaths
667576,red blood in cervical mucus that is clear and stretchy 4 days after my period ended is this normal,menstrual period  menstrual cycle  female health
6675823,my nipples have been really sore lately and i noticed they have started to blister around im concerned im not sexually active  i dont exercise,exercise
6675949,had an ectopic pregnancy  removed the left tube on 2 28 what should i do to figure out whether i can get pregnant on my own iehow do i know whether my right ovary is functioning well and has eggs,ectopic pregnancy  fertility  pregnancy
6676549,i had skin peeling and itching in the left little and adjacent toe  also in between them i used nizoral  didnt help using terbinafine now is it ok,tinea  fungus
6676868,if i had unprotected sex 3 days prior to ovulation  could i be pregnant after the first round of sex  he ejaculated but didnt get up to urinate or to wipe his sperm off we laid there and 5 minutes later we had sex again could this result in pregnancy,ovulation  urination  uwomens health  sexual health  urine  female health  sperm  sex  pregnancy  contraception
6677157,my 14 year old daughter has history of meniscus tears on knee and has knee pain constantly what can i do to help her has both pain and swelling,knee pain
6677160,docin my first ultrasoud the result is i have a left ovarian cystbut the right is folicles cysti chect the test tsh and  t4 but the result nega,ovarian cyst  thyroid stimulating hormone  thyroxine
6677425,hello  i have a single small raised spot on my penis shaft near the head have a picture to upload if needed wondering what this is,
6677441,do i have a sinus infection 1 nostril congested cant breathe through it constantly running w  thick bright yellowgreen mucus sinus ear pressure,sinusitis  nostril  running  green mucus  ear pressure
6678415,23 yo aa no family history of colon cancer currently suffering from severe constipation  thinner stools  gas that i can pass but no blood or sicknes,constipation  obstipation  cancer  colon cancer  colonic  feces
6679127,is it safe to take claritind  flonase  motrin for sinusitis symptoms congestion in 1 nostril w  head ear jaw behind eye ache for 2 weeks,sinusitis  glaucoma  cataract  nostril  early blindness  steroid nasal spray allergy  motrin  loratadine  ibuprofen  fluticasone
6679218,for a month  the front of my big toe has been extremely sensitive for two days  the front and side of my toe nail is visibly red what should i do,ingrown toenail
6679233,i have these itchy little red bumps on my legs some on my chest and arms,red bumps
6679714,have alt of 237 ast 141 alp was raised month ago but now normal and multiple panic attacks and a1c came back 70 could it be gallstones or stess relat,panic attacks  hemoglobin a1c  sgpt  sgot  gallstones  ast  alkaline phosphatase
6679875,i dont know if im pregnant me and my boyfriend always have unprotected sex  but he pulls out i normally get pms a week before im due  1 day late,premenstrual syndrome  sex  pregnancy
6679908,my baby has red  itchy rashes only on her cheeks that comes and goes her doctor said it is caused by her saliva would it be eczema,skin rash  eczema  itchy rash  rash  saliva
6680125,i have these bumps and lumps on my vagina and some of them often have fluid that comes out and idk what it is its painful sometimes and it itches,
6680315,swollen red lump underabove skin at base stomach top pubic regionwarmpopped head  yellow brown pus  and now black patches at centre infection,pus
6680425,my dads blood work says  high ast 44 and high alt 68 and high hemoglobin 61%were going to dr on monday but wondering what it means,sgpt  sgot  ast
6680525,i have movable non painful lumps on my rib cage  one below breast and another one left bottom of rib cage these are there for more than an year,
6680654,went to er w  severe abdominal pain in right lower quadrant ct negative labs all good except lipase over 1500 any poss causes besides pancreatitis,abdominal pain  severe abdominal pain  pancreatitis  belly pain  computed tomography  lipase
6680851,i missed my period comoletely last month 24 25 day always slight symptoms then tiny brown spotting scary clots and bleeding that stopped pregnant,pregnancy  menstrual period  menstrual cycle
6680862,cough for a little over a month recently got worse  with soreness in chest and throat  developed persistent headache and on and off low grade fever,cough  fever  headache  low grade fever
6681137,i recently had sexual body contact with a guy but no sexual intercourse can i still get a std im scheduled for a sti screening soon,std  sexually transmitted diseases  sexually transmitted infections  sexual intercourse
6681245,i feel like im getting heart palpitations in my lower stomach what could that be i do have mvp and recurring percardial effusions,palpitation  mitral valve prolapse  mvp  heart palpitations
6681269,what can cause pulling sensation in legs from around knee down to above ankle esp when lying down and driving husband says i often twitch when sleep,stress  restless legs  restless leg syndrome  agitation  gait  twitching
6681449,my lipase has been at 937 for 3 days now but when they did an egd and mrcp my pancreas had no signs of inflammation whats wrong,inflammation  lipase  mrcp  egd
6681605,a few days ago i experienced the worst stomach flu of my life the pain in my back and chest is unbearable it hurts to breath and talk what do i do,stomach fl  gastroenteritis  fl
6681637,had always been nearsighted i had face pain and doc concluded sinusitis after 3wks my vision is more weird seeing afar is this related to sinus,sinusitis  nearsightedness  facial pain  vision  ophthalmology  ent and head and neck surgery
6681795,if i ejaculate on my wifes vagina and some sperm makes it way inside of her could that get her pregnant,sperm  semen  pregnancy
6681822,shldr labrum tear spinal stenosis c67  mri ekg ct episno relief which causing gtr painpain shldr blade along spine left arm to ring finger achy,spinal stenosis  neurologic problems  mri  magnetic resonance imaging  electrocardiogram  computed tomography
6681841,i am having a very dull pain in my right upper abdomen maybe a little swelling not real sure not tender to the touch no fever vomiting or diarrhea,vomiting  diarrhea  fever  loose stools  tactile  emesis
6681842,i had unprotected sex with my boyfriend on the 5th day of my period and had an ipill within 12 hours of that now  6 days after having the ipill  im having a dark brown discharge almost for more than a day is this an irregular period or  could i be pre,dysmenorrhea  irregular periods  morning after pill  menstrual period  menstrual cycle  sex  emergency contraception  levonorgestrel
668198,for what length of time can you live after being diagnosed with acute myocardial infarction,heart attack  myocardial infarction  behavior modification  infarction  infarct  behavior therapy
6682264,i have a fibroid and multiple cysts on both ovaries  when i have sex i sometimes bleed and its painful,sexual intercourse  sex  fibroid
